target,processed
2,"[""'s"", 'buffet', '?', 'warren', 'buffett', 'kick', 'butt', 'battl', 'boot', ':', 'post', ':', 'alex', 'cripp', '..', 'http', ':', '//bit.ly/auizo']"
4,"['super', 'investor', ':', 'great', 'weekend', 'read', 'warren', 'buffet', '.', 'oldi', ',', 'goodi', '.', 'http', ':', '//tinyurl.com/oqxgga']"
2,"[""'m"", 'truli', 'braindead', '.', 'could', ""n't"", 'come', 'warren', 'buffet', ""'s"", 'name', 'save', 'soul']"
4,"['read', 'michael', 'palin', 'book', ',', 'python', 'year', '...', 'great', 'book', '.', 'also', 'recommend', 'warren', 'buffet', '&', 'amp', ';', 'nelson', 'mandela', ""'s"", 'bio']"
4,"['mean', ',', ""'m"", 'notr', 'dame', '.', ""'s"", 'good', 'school', ',', ""'d"", 'closer', 'dan', ',', ""'d"", 'enjoy', '.']"
0,"['ca', ""n't"", 'watch', 'tv', 'without', 'tivo', '.', 'year', ',', 'time/warn', 'dvr', 'still', 'suck', '.', 'http', ':', '//www.davehitt.com/march03/twdvr.html']"
4,"[""'d"", 'say', 'sport', 'writer', 'idiot', 'say', 'roger', 'feder', 'one', 'best', 'ever', 'tenni', '.', 'roger', 'feder', 'best', 'ever', 'tenni']"
0,"['still', 'love', 'kindle2', 'read', 'new', 'york', 'time', 'feel', 'natur', '.', 'miss', 'bloomingdal', 'ad', '.']"
4,"['love', 'kindle2', '.', 'stack', 'book', 'trip', 'way', 'loo', '.']"
0,"['although', 'today', ""'s"", 'keynot', 'rock', ',', 'everi', 'great', 'announc', ',', '&', 'amp', ';', 'shit', 'u', 'littl', 'bit', '.']"
0,"['@', 'sheridanmarfil', '-', 'much', 'obsess', 'cell', 'phone', ',', 'iphon', '!', ""'m"", 'slave', '&', 'amp', ';', 'forev', '.', ':', ')']"
2,"['@', 'freitasm', 'oh', 'see', '.', 'thought', '&', 'amp', ';', '900mhz', 'wcdma', '?']"
2,"['@', 'plip', 'read', 'tether', 'support', 'phil', '?', '&', 'amp', ';', 'o2', 'join', '?']"
0,"['fuzzbal', 'fun', '&', 'amp', ';', ';', 'p', 'http', ':', '//fuzz-ball.com/twitt']"
0,"['today', 'good', 'day', 'dislik', '&', 'amp', ';', 't.', 'vote', 'offic', 'inde', ',', '@', 'danielpunkass']"
4,"['got', 'wave', 'sandbox', 'invit', '!', 'extra', 'excit', '!', 'bad', 'class', '...', ""'ll"", 'play', 'soon', 'enough', '!', '#', 'io2009', '#', 'wave']"
0,"['look', 'like', 'summiz', 'gone', '.', 'mani', 'tweet', 'wwdc', 'perhap', '?']"
2,"['hope', 'girl', 'work', 'buy', 'kindle2']"
2,"['miss', 'insight-fil', 'may', 'column', ':', 'one', 'smart', 'guy', 'look', 'close', ""'s"", 'impress', 'kindle2', 'http', ':', '//bit.ly/i0pey', '@', 'wroush']"
4,"['@', 'sklososki', 'thank', 'much', '!', '!', '!', '...', 'one', '*', '*', 'happi', 'kindle2', 'winner', ';', ')', 'surpris', ',', 'fabul', '.', 'thank', '!', 'best', ',', 'kathleen']"
0,"['man', 'kinda', 'dislik', 'appl', 'right', '.', 'case', 'point', ':', 'iphon', '3g', '.', 'wish', 'video', 'record', 'app', '.', 'plea', '?', '?', 'http', ':', '//bit.ly/dzm1t']"
4,"['@', 'cwong08', 'kindle2', '(', '&', 'amp', ';', 'soni', 'prs-500', ')', '.', 'like', '!', 'physic', 'devic', 'feel', 'good', '.', 'font', 'nice', '.', 'pg', 'turn', 'snappi', 'enuf', '.', 'ui', 'littl', 'klunki', '.']"
4,"['#', 'kindle2', 'seem', 'best', 'eread', ',', 'work', 'uk', 'get', 'one', '?']"
4,"['googl', 'addict', '.', 'thank', 'point', ',', '@', 'annamartin123', '.', 'hahaha', '.']"
2,"['@', 'ruby_gem', 'primari', 'debit', 'card', 'visa', 'electron', '.']"
2,"['bank', 'get', 'new', 'visa', 'platinum', 'card']"
0,"['dearest', '@', 'googl', ',', 'rich', 'bastard', '!', 'visa', 'card', 'sent', ""n't"", 'work', '.', 'screw', 'littl', 'guy', 'like', '?']"
2,"['date', 'bobbi', 'flay', 'gut', 'fieri', 'food', 'network']"
4,"['excit', 'see', 'bobbi', 'flay', 'guy', 'fieri', 'tomorrow', 'great', 'american', 'food', '&', 'amp', ';', 'music', 'fest', '!']"
4,"['gon', 'na', 'go', 'see', 'bobbi', 'flay', '2moro', 'shorelin', '.', 'eat', 'drink', '.', 'gon', 'na', 'good', '.']"
4,"['ca', ""n't"", 'wait', 'great', 'american', 'food', 'music', 'festiv', 'shorelin', 'tomorrow', '.', 'mmm', '...', 'katz', 'pastrami', 'bobbi', 'flay', '.', 'ye', 'plea', '.']"
4,"['dad', 'ny', 'day', ',', 'ate', 'mesa', 'grill', 'last', 'night', 'met', 'bobbi', 'flay', '.', 'much', 'fun', ',', 'except', 'complet', 'lost', 'voic', 'today', '.']"
0,"['fight', 'latex', '.', '...']"
0,"['@', 'iheartseveru', 'love', ""n't"", 'want', 'die', '!', '!', '!', '!', '!', '!', 'latex', '=', 'devil']"
0,"['7', 'hour', '.', '7', 'hour', 'inkscap', 'crash', ',', 'normal', 'solid', 'rock', '.', '7', 'hour', 'latex', 'complain', 'slightest', 'thing', '.', 'ca', ""n't"", 'take', '.']"
2,"['track', 'iran', 'social', 'medium', ':', 'http', ':', '//bit.ly/2boqu']"
0,"['shit', ""'s"", 'hit', 'fan', 'iran', '...', 'crazi', 'inde', '#', 'iranelect']"
0,"['monday', 'alreadi', '.', 'iran', 'may', 'implod', '.', 'kitchen', 'disast', '.', '@', 'annagoss', 'seem', 'happi', '.', '@', 'sebul', 'nice', 'weekend', '@', 'goldpanda', 'great', '.', 'whoop', '.']"
2,"['twitter', 'stock', 'buzz', ':', '$', 'aapl', '$', 'es_f', '$', 'spi', '$', 'spx', '$', 'palm', '(', 'updat', ':', '12:00', 'pm', ')']"
4,"['get', 'readi', 'test', 'burger', 'receip', 'weekend', '.', 'bobbi', 'flay', 'great', 'receip', 'tri', '.', 'thank', 'bobbi', '.']"
2,"['@', 'johncmay', 'bobbi', 'flay', 'join', '?']"
4,"['lam', 'love', 'bobbi', 'flay', '...', 'favorit', '.', 'rt', '@', 'terrysimpson', ':', '@', 'bflay', 'need', 'place', 'phoenix', '.', 'great', 'pepper', '!']"
0,"['creat', 'first', 'latex', 'file', 'scratch', '.', ""n't"", 'work', 'well', '.', '(', 'see', '@', 'amandabittn', ',', ""'s"", 'great', 'time', 'waster', ')']"
4,"['use', 'linux', 'love', '-', 'much', 'nicer', 'window', '...', 'look', 'forward', 'use', 'wysiwyg', 'latex', 'editor', '!']"
4,"['use', 'latex', 'lot', ',', 'typeset', 'mathemat', 'look', 'hideou', '.']"
2,"['ask', 'program', ':', 'latex', 'indesign', '?', ':', 'submit', 'calcio1', '[', 'link', ']', '[', '1', 'comment', ']', 'http', ':', '//tinyurl.com/myfmf7']"
0,"['note', ',', 'hate', 'word', '.', 'hate', 'page', '.', 'hate', 'latex', '.', ',', 'said', '.', 'hate', 'latex', '.', 'texn3rd', 'come', 'kill', '.']"
4,"['ahhh', '...', 'back', '*', 'real', '*', 'text', 'edit', 'environ', '.', '&', 'lt', ';', '3', 'latex', '.']"
0,"['troubl', 'iran', ',', 'see', '.', 'hmm', '.', 'iran', '.', 'iran', 'far', 'away', '.', '#', 'flockofseagullsweregeopoliticallycorrect']"
0,"['read', 'tweet', 'come', 'iran', '...', 'whole', 'thing', 'terrifi', 'incred', 'sad', '...']"
